"date","actor1","actor2","alliance"
1990-01-01,"BUL","RUS",0
1992-01-01,"RUS","FIN",0
1990-01-01,"CZE","BUL",0
1990-01-01,"POL","BUL",0
1990-01-01,"POL","HUN",0
1990-01-01,"HUN","BUL",0
1990-01-01,"CZE","ROM",0
1990-01-01,"POL","ROM",0
1991-01-01,"USA","GFR",0
1991-01-01,"CAN","GFR",0
1991-01-01,"UKG","GFR",0
1991-01-01,"NTH","GFR",0
1991-01-01,"BEL","GFR",0
1991-01-01,"LUX","GFR",0
1991-01-01,"FRN","GFR",0
1991-01-01,"SPN","GFR",0
1991-01-01,"POR","GFR",0
1991-01-01,"GMY","GFR",0
1991-01-01,"GFR","ITA",0
1991-01-01,"GFR","GRC",0
1991-01-01,"GFR","NOR",0
1991-01-01,"GFR","DEN",0
1991-01-01,"GFR","TUR",0
1990-01-01,"HUN","CZE",0
1981-01-01,"RUS","CHN",0
1980-01-01,"SOM","EGY",0
1991-01-01,"SOM","YAR",0
1991-01-01,"SOM","YPR",0
1980-01-01,"MOR","EGY",0
1991-01-01,"MOR","YAR",0
1991-01-01,"MOR","YPR",0
1980-01-01,"ALG","EGY",0
1991-01-01,"ALG","YAR",0
1991-01-01,"ALG","YPR",0
1980-01-01,"TUN","EGY",0
1959-01-01,"TUN","SYR",0
1991-01-01,"TUN","YAR",0
1991-01-01,"TUN","YPR",0
1980-01-01,"LIB","EGY",0
1991-01-01,"LIB","YAR",0
1991-01-01,"LIB","YPR",0
1980-01-01,"SUD","EGY",0
1991-01-01,"SUD","YAR",0
1991-01-01,"SUD","YPR",0
1980-01-01,"IRQ","EGY",0
1959-01-01,"IRQ","SYR",0
1991-01-01,"IRQ","YAR",0
1991-01-01,"IRQ","YPR",0
1959-01-01,"EGY","SYR",0
1980-01-01,"EGY","SYR",0
1980-01-01,"EGY","LEB",0
1980-01-01,"EGY","JOR",0
1980-01-01,"EGY","SAU",0
1980-01-01,"EGY","YAR",0
1991-01-01,"EGY","YAR",0
1980-01-01,"EGY","YPR",0
1991-01-01,"EGY","YPR",0
1980-01-01,"EGY","KUW",0
1980-01-01,"EGY","QAT",0
1980-01-01,"EGY","UAE",0
1959-01-01,"SYR","LEB",0
1959-01-01,"SYR","JOR",0
1959-01-01,"SYR","SAU",0
1959-01-01,"SYR","YAR",0
1991-01-01,"SYR","YAR",0
1991-01-01,"SYR","YPR",0
1959-01-01,"SYR","UAE",0
1991-01-01,"LEB","YAR",0
1991-01-01,"LEB","YPR",0
1991-01-01,"JOR","YAR",0
1991-01-01,"JOR","YPR",0
1991-01-01,"SAU","YAR",0
1991-01-01,"SAU","YPR",0
1991-01-01,"YAR","YPR",0
1991-01-01,"YAR","KUW",0
1991-01-01,"YAR","QAT",0
1991-01-01,"YAR","UAE",0
1991-01-01,"YPR","KUW",0
1991-01-01,"YPR","QAT",0
1991-01-01,"YPR","UAE",0
1987-01-01,"USA","NEW",0
1987-01-01,"AUL","NEW",0
1965-01-01,"YUG","GRC",0
1955-01-01,"YUG","GRC",0
1965-01-01,"YUG","TUR",0
1955-01-01,"YUG","TUR",0
1965-01-01,"GRC","TUR",0
1955-01-01,"GRC","TUR",0
1970-01-01,"UKG","LIB",0
1981-01-01,"USA","TAW",0
1960-01-01,"UKG","IRQ",0
1990-01-01,"GDR","POL",0
1957-01-01,"GDR","HUN",0
1990-01-01,"GDR","CZE",0
1969-01-01,"GDR","ALB",0
1990-01-01,"GDR","BUL",0
1990-01-01,"GDR","ROM",0
1990-01-01,"GDR","RUS",0
1957-01-01,"POL","HUN",0
1969-01-01,"POL","ALB",0
1957-01-01,"HUN","CZE",0
1957-01-01,"HUN","ALB",0
1957-01-01,"HUN","BUL",0
1957-01-01,"HUN","ROM",0
1957-01-01,"HUN","RUS",0
1969-01-01,"CZE","ALB",0
1969-01-01,"ALB","BUL",0
1969-01-01,"ALB","ROM",0
1969-01-01,"ALB","RUS",0
1962-01-01,"EGY","SYR",0
1962-01-01,"EGY","JOR",0
1962-01-01,"SYR","JOR",0
1957-01-01,"EGY","SAU",0
1963-01-01,"EGY","SAU",0
1963-01-01,"EGY","YAR",0
1963-01-01,"SAU","YAR",0
1975-01-01,"TUN","LIB",0
1972-01-01,"UKG","MAL",0
1977-01-01,"FRN","CEN",0
1979-01-01,"FRN","CHA",0
1979-01-01,"FRN","CON",0
1977-01-01,"CEN","CHA",0
1977-01-01,"CEN","CON",0
1979-01-01,"CHA","CON",0
1975-01-01,"GRC","TUR",0
1964-01-01,"GUI","GHA",0
1996-01-01,"RUS","PRK",0
1965-01-01,"SEN","CEN",0
1965-01-01,"SEN","CHA",0
1965-01-01,"SEN","CON",0
1965-01-01,"SEN","RWA",0
1965-01-01,"CEN","CHA",0
1965-01-01,"CEN","CON",0
1965-01-01,"CEN","RWA",0
1965-01-01,"CHA","CON",0
1965-01-01,"CHA","RWA",0
1965-01-01,"CON","RWA",0
1968-01-01,"EGY","YAR",0
1970-01-01,"GUA","HON",0
1970-01-01,"GUA","SAL",0
1970-01-01,"GUA","NIC",0
1970-01-01,"GUA","COS",0
1970-01-01,"GUA","PAN",0
1970-01-01,"HON","SAL",0
1970-01-01,"HON","NIC",0
1970-01-01,"HON","COS",0
1970-01-01,"HON","PAN",0
1970-01-01,"SAL","NIC",0
1970-01-01,"SAL","COS",0
1970-01-01,"SAL","PAN",0
1970-01-01,"NIC","COS",0
1970-01-01,"NIC","PAN",0
1970-01-01,"COS","PAN",0
1995-01-01,"DRC","RWA",0
1968-01-01,"EGY","SYR",0
1990-01-01,"GDR","HUN",0
1980-01-01,"IRQ","JOR",0
1969-01-01,"CEN","CHA",0
1969-01-01,"CEN","CON",0
1969-01-01,"CHA","CON",0
1980-01-01,"UGA","SUD",0
1985-01-01,"ALG","LIB",0
1990-01-01,"SUD","EGY",0
1981-01-01,"LIB","SYR",0
1987-01-01,"ETH","LIB",0
1987-01-01,"ETH","YPR",0
1987-01-01,"LIB","YPR",0
2002-01-01,"CON","ANG",0
2002-01-01,"CON","ZIM",0
2002-01-01,"ANG","ZIM",0
1816-01-01,"POR","UKG",1
1816-01-01,"AUH","GMY",1
1850-01-01,"AUH","GMY",1
1816-01-01,"GMY","UKG",1
1816-01-01,"AUH","UKG",1
1816-01-01,"RUS","UKG",1
1816-01-01,"RUS","GMY",1
1816-01-01,"RUS","AUH",1
1816-01-01,"SPN","NTH",1
1831-01-01,"ITA","AUH",1
1832-01-01,"FRN","UKG",1
1833-01-01,"AUH","GMY",1
1833-01-01,"RUS","GMY",1
1833-01-01,"RUS","AUH",1
1833-01-01,"TUR","RUS",1
1834-01-01,"FRN","UKG",1
1834-01-01,"SPN","UKG",1
1834-01-01,"POR","UKG",1
1834-01-01,"POR","SPN",1
1840-01-01,"GMY","UKG",1
1840-01-01,"AUH","UKG",1
1840-01-01,"RUS","UKG",1
1840-01-01,"TUR","UKG",1
1840-01-01,"AUH","GMY",1
1840-01-01,"RUS","GMY",1
1840-01-01,"TUR","GMY",1
1840-01-01,"RUS","AUH",1
1840-01-01,"TUR","AUH",1
1840-01-01,"TUR","RUS",1
1847-01-01,"FRN","UKG",1
1847-01-01,"SPN","UKG",1
1847-01-01,"POR","UKG",1
1847-01-01,"SPN","FRN",1
1847-01-01,"POR","FRN",1
1847-01-01,"POR","SPN",1
1851-01-01,"AUH","GMY",1
1854-01-01,"FRN","UKG",1
1855-01-01,"ITA","UKG",1
1854-01-01,"TUR","UKG",1
1855-01-01,"ITA","FRN",1
1854-01-01,"TUR","FRN",1
1855-01-01,"TUR","ITA",1
1854-01-01,"AUH","GMY",1
1854-01-01,"TUR","AUH",1
1854-01-01,"AUH","UKG",1
1854-01-01,"AUH","FRN",1
1855-01-01,"FRN","UKG",1
1856-01-01,"FRN","UKG",1
1856-01-01,"AUH","UKG",1
1856-01-01,"AUH","FRN",1
1859-01-01,"ARG","BRA",1
1859-01-01,"ITA","FRN",1
1860-01-01,"PER","ECU",1
1863-01-01,"RUS","GMY",1
1863-01-01,"BOL","PER",1
1864-01-01,"ECU","COL",1
1864-01-01,"AUH","GMY",1
1865-01-01,"ARG","BRA",1
1866-01-01,"PER","ECU",1
1866-01-01,"BOL","ECU",1
1866-01-01,"CHL","ECU",1
1866-01-01,"BOL","PER",1
1865-01-01,"CHL","PER",1
1866-01-01,"CHL","BOL",1
1866-01-01,"ITA","GMY",1
1873-01-01,"BOL","PER",1
1873-01-01,"RUS","GMY",1
1878-01-01,"TUR","UKG",1
1879-01-01,"AUH","GMY",1
1882-01-01,"AUH","GMY",1
1882-01-01,"ITA","GMY",1
1882-01-01,"ITA","AUH",1
1883-01-01,"AUH","GMY",1
1888-01-01,"ITA","GMY",1
1883-01-01,"ROM","GMY",1
1888-01-01,"ITA","AUH",1
1883-01-01,"ROM","AUH",1
1893-01-01,"RUS","FRN",1
1896-01-01,"CHN","RUS",1
1902-01-01,"JPN","UKG",1
1908-01-01,"BUL","YUG",1
1905-01-01,"RUS","GMY",1
1912-01-01,"BUL","YUG",1
1912-01-01,"BUL","GRC",1
1913-01-01,"GRC","YUG",1
1914-01-01,"TUR","GMY",1
1914-01-01,"TUR","BUL",1
1914-01-01,"BUL","AUH",1
1914-01-01,"BUL","GMY",1
1915-01-01,"FRN","UKG",1
1915-01-01,"ITA","UKG",1
1915-01-01,"RUS","UKG",1
1915-01-01,"ITA","FRN",1
1915-01-01,"RUS","FRN",1
1915-01-01,"RUS","ITA",1
1915-01-01,"AUH","GMY",1
1915-01-01,"BUL","GMY",1
1915-01-01,"BUL","AUH",1
1916-01-01,"JPN","RUS",1
1916-01-01,"FRN","UKG",1
1916-01-01,"ITA","UKG",1
1916-01-01,"ROM","UKG",1
1916-01-01,"RUS","UKG",1
1916-01-01,"ITA","FRN",1
1916-01-01,"ROM","FRN",1
1916-01-01,"RUS","FRN",1
1916-01-01,"ROM","ITA",1
1916-01-01,"RUS","ITA",1
1920-01-01,"YUG","CZE",1
1920-01-01,"FRN","BEL",1
1921-01-01,"POL","FRN",1
1921-01-01,"IRN","RUS",1
1921-01-01,"AFG","TUR",1
1921-01-01,"ROM","POL",1
1921-01-01,"ROM","CZE",1
1921-01-01,"ROM","YUG",1
1925-01-01,"BEL","UKG",1
1925-01-01,"FRN","UKG",1
1925-01-01,"GMY","UKG",1
1925-01-01,"ITA","UKG",1
1925-01-01,"FRN","BEL",1
1925-01-01,"GMY","BEL",1
1925-01-01,"ITA","BEL",1
1925-01-01,"GMY","FRN",1
1925-01-01,"ITA","FRN",1
1925-01-01,"ITA","GMY",1
1925-01-01,"POL","FRN",1
1925-01-01,"CZE","FRN",1
1927-01-01,"ALB","ITA",1
1932-01-01,"IRQ","UKG",1
1934-01-01,"GRC","YUG",1
1934-01-01,"ROM","YUG",1
1934-01-01,"TUR","YUG",1
1934-01-01,"ROM","GRC",1
1934-01-01,"TUR","GRC",1
1934-01-01,"TUR","ROM",1
1935-01-01,"RUS","FRN",1
1935-01-01,"RUS","CZE",1
1945-01-01,"RUS","CZE",1
1937-01-01,"EGY","UKG",1
1937-01-01,"FRN","UKG",1
1937-01-01,"YUG","UKG",1
1937-01-01,"GRC","UKG",1
1937-01-01,"BUL","UKG",1
1937-01-01,"ROM","UKG",1
1937-01-01,"RUS","UKG",1
1937-01-01,"TUR","UKG",1
1937-01-01,"YUG","FRN",1
1937-01-01,"GRC","FRN",1
1937-01-01,"BUL","FRN",1
1937-01-01,"ROM","FRN",1
1937-01-01,"RUS","FRN",1
1937-01-01,"TUR","FRN",1
1937-01-01,"EGY","FRN",1
1937-01-01,"GRC","YUG",1
1937-01-01,"BUL","YUG",1
1937-01-01,"ROM","YUG",1
1937-01-01,"RUS","YUG",1
1937-01-01,"TUR","YUG",1
1937-01-01,"EGY","YUG",1
1937-01-01,"BUL","GRC",1
1937-01-01,"ROM","GRC",1
1937-01-01,"RUS","GRC",1
1937-01-01,"TUR","GRC",1
1937-01-01,"EGY","GRC",1
1937-01-01,"ROM","BUL",1
1937-01-01,"RUS","BUL",1
1937-01-01,"TUR","BUL",1
1937-01-01,"EGY","BUL",1
1937-01-01,"RUS","ROM",1
1937-01-01,"TUR","ROM",1
1937-01-01,"EGY","ROM",1
1937-01-01,"TUR","RUS",1
1937-01-01,"EGY","RUS",1
1937-01-01,"EGY","TUR",1
1939-01-01,"POL","UKG",1
1939-01-01,"ITA","GMY",1
1939-01-01,"TUR","FRN",1
1939-01-01,"EST","RUS",1
1939-01-01,"LIT","RUS",1
1939-01-01,"FRN","UKG",1
1939-01-01,"TUR","UKG",1
1940-01-01,"HUN","GMY",1
1940-01-01,"ITA","GMY",1
1941-01-01,"BUL","GMY",1
1940-01-01,"ROM","GMY",1
1940-01-01,"JPN","GMY",1
1940-01-01,"ITA","HUN",1
1941-01-01,"BUL","HUN",1
1940-01-01,"ROM","HUN",1
1940-01-01,"JPN","HUN",1
1941-01-01,"BUL","ITA",1
1940-01-01,"ROM","ITA",1
1940-01-01,"JPN","ITA",1
1941-01-01,"ROM","BUL",1
1941-01-01,"JPN","BUL",1
1940-01-01,"JPN","ROM",1
1941-01-01,"RUS","UKG",1
1941-01-01,"THI","JPN",1
1942-01-01,"RUS","UKG",1
1942-01-01,"IRN","UKG",1
1942-01-01,"IRN","RUS",1
1944-01-01,"NEW","AUL",1
1944-01-01,"RUS","FRN",1
1945-01-01,"CUB","USA",1
1945-01-01,"HAI","USA",1
1945-01-01,"DOM","USA",1
1945-01-01,"MEX","USA",1
1945-01-01,"GUA","USA",1
1945-01-01,"HON","USA",1
1945-01-01,"NIC","USA",1
1945-01-01,"COS","USA",1
1945-01-01,"PAN","USA",1
1945-01-01,"COL","USA",1
1945-01-01,"VEN","USA",1
1945-01-01,"ECU","USA",1
1945-01-01,"PER","USA",1
1945-01-01,"BRA","USA",1
1945-01-01,"BOL","USA",1
1945-01-01,"PAR","USA",1
1945-01-01,"CHL","USA",1
1945-01-01,"ARG","USA",1
1945-01-01,"HAI","CUB",1
1945-01-01,"DOM","CUB",1
1945-01-01,"MEX","CUB",1
1945-01-01,"GUA","CUB",1
1945-01-01,"HON","CUB",1
1945-01-01,"NIC","CUB",1
1945-01-01,"COS","CUB",1
1945-01-01,"PAN","CUB",1
1945-01-01,"COL","CUB",1
1945-01-01,"VEN","CUB",1
1945-01-01,"ECU","CUB",1
1945-01-01,"PER","CUB",1
1945-01-01,"BRA","CUB",1
1945-01-01,"BOL","CUB",1
1945-01-01,"PAR","CUB",1
1945-01-01,"CHL","CUB",1
1945-01-01,"ARG","CUB",1
1945-01-01,"DOM","HAI",1
1945-01-01,"MEX","HAI",1
1945-01-01,"GUA","HAI",1
1945-01-01,"HON","HAI",1
1945-01-01,"NIC","HAI",1
1945-01-01,"COS","HAI",1
1945-01-01,"PAN","HAI",1
1945-01-01,"COL","HAI",1
1945-01-01,"VEN","HAI",1
1945-01-01,"ECU","HAI",1
1945-01-01,"PER","HAI",1
1945-01-01,"BRA","HAI",1
1945-01-01,"BOL","HAI",1
1945-01-01,"PAR","HAI",1
1945-01-01,"CHL","HAI",1
1945-01-01,"ARG","HAI",1
1945-01-01,"MEX","DOM",1
1945-01-01,"GUA","DOM",1
1945-01-01,"HON","DOM",1
1945-01-01,"NIC","DOM",1
1945-01-01,"COS","DOM",1
1945-01-01,"PAN","DOM",1
1945-01-01,"COL","DOM",1
1945-01-01,"VEN","DOM",1
1945-01-01,"ECU","DOM",1
1945-01-01,"PER","DOM",1
1945-01-01,"BRA","DOM",1
1945-01-01,"BOL","DOM",1
1945-01-01,"PAR","DOM",1
1945-01-01,"CHL","DOM",1
1945-01-01,"ARG","DOM",1
1945-01-01,"GUA","MEX",1
1945-01-01,"HON","MEX",1
1945-01-01,"NIC","MEX",1
1945-01-01,"COS","MEX",1
1945-01-01,"PAN","MEX",1
1945-01-01,"COL","MEX",1
1945-01-01,"VEN","MEX",1
1945-01-01,"ECU","MEX",1
1945-01-01,"PER","MEX",1
1945-01-01,"BRA","MEX",1
1945-01-01,"BOL","MEX",1
1945-01-01,"PAR","MEX",1
1945-01-01,"CHL","MEX",1
1945-01-01,"ARG","MEX",1
1945-01-01,"HON","GUA",1
1945-01-01,"NIC","GUA",1
1945-01-01,"COS","GUA",1
1945-01-01,"PAN","GUA",1
1945-01-01,"COL","GUA",1
1945-01-01,"VEN","GUA",1
1945-01-01,"ECU","GUA",1
1945-01-01,"PER","GUA",1
1945-01-01,"BRA","GUA",1
1945-01-01,"BOL","GUA",1
1945-01-01,"PAR","GUA",1
1945-01-01,"CHL","GUA",1
1945-01-01,"ARG","GUA",1
1945-01-01,"NIC","HON",1
1945-01-01,"COS","HON",1
1945-01-01,"PAN","HON",1
1945-01-01,"COL","HON",1
1945-01-01,"VEN","HON",1
1945-01-01,"ECU","HON",1
1945-01-01,"PER","HON",1
1945-01-01,"BRA","HON",1
1945-01-01,"BOL","HON",1
1945-01-01,"PAR","HON",1
1945-01-01,"CHL","HON",1
1945-01-01,"ARG","HON",1
1945-01-01,"COS","NIC",1
1945-01-01,"PAN","NIC",1
1945-01-01,"COL","NIC",1
1945-01-01,"VEN","NIC",1
1945-01-01,"ECU","NIC",1
1945-01-01,"PER","NIC",1
1945-01-01,"BRA","NIC",1
1945-01-01,"BOL","NIC",1
1945-01-01,"PAR","NIC",1
1945-01-01,"CHL","NIC",1
1945-01-01,"ARG","NIC",1
1945-01-01,"PAN","COS",1
1945-01-01,"COL","COS",1
1945-01-01,"VEN","COS",1
1945-01-01,"ECU","COS",1
1945-01-01,"PER","COS",1
1945-01-01,"BRA","COS",1
1945-01-01,"BOL","COS",1
1945-01-01,"PAR","COS",1
1945-01-01,"CHL","COS",1
1945-01-01,"ARG","COS",1
1945-01-01,"COL","PAN",1
1945-01-01,"VEN","PAN",1
1945-01-01,"ECU","PAN",1
1945-01-01,"PER","PAN",1
1945-01-01,"BRA","PAN",1
1945-01-01,"BOL","PAN",1
1945-01-01,"PAR","PAN",1
1945-01-01,"CHL","PAN",1
1945-01-01,"ARG","PAN",1
1945-01-01,"VEN","COL",1
1945-01-01,"ECU","COL",1
1945-01-01,"PER","COL",1
1945-01-01,"BRA","COL",1
1945-01-01,"BOL","COL",1
1945-01-01,"PAR","COL",1
1945-01-01,"CHL","COL",1
1945-01-01,"ARG","COL",1
1945-01-01,"ECU","VEN",1
1945-01-01,"PER","VEN",1
1945-01-01,"BRA","VEN",1
1945-01-01,"BOL","VEN",1
1945-01-01,"PAR","VEN",1
1945-01-01,"CHL","VEN",1
1945-01-01,"ARG","VEN",1
1945-01-01,"PER","ECU",1
1945-01-01,"BRA","ECU",1
1945-01-01,"BOL","ECU",1
1945-01-01,"PAR","ECU",1
1945-01-01,"CHL","ECU",1
1945-01-01,"ARG","ECU",1
1945-01-01,"BRA","PER",1
1945-01-01,"BOL","PER",1
1945-01-01,"PAR","PER",1
1945-01-01,"CHL","PER",1
1945-01-01,"ARG","PER",1
1945-01-01,"BOL","BRA",1
1945-01-01,"PAR","BRA",1
1945-01-01,"CHL","BRA",1
1945-01-01,"ARG","BRA",1
1945-01-01,"PAR","BOL",1
1945-01-01,"CHL","BOL",1
1945-01-01,"ARG","BOL",1
1945-01-01,"CHL","PAR",1
1945-01-01,"ARG","PAR",1
1945-01-01,"ARG","CHL",1
1945-01-01,"RUS","YUG",1
1945-01-01,"RUS","POL",1
1945-01-01,"CHN","RUS",1
1946-01-01,"YUG","POL",1
1946-01-01,"JOR","UKG",1
1946-01-01,"YUG","CZE",1
1946-01-01,"YUG","ALB",1
1947-01-01,"FRN","UKG",1
1947-01-01,"CZE","POL",1
1989-01-01,"CAN","USA",1
1947-01-01,"CUB","USA",1
1947-01-01,"HAI","USA",1
1947-01-01,"DOM","USA",1
1947-01-01,"MEX","USA",1
1947-01-01,"GUA","USA",1
1947-01-01,"HON","USA",1
1947-01-01,"SAL","USA",1
1947-01-01,"NIC","USA",1
1947-01-01,"COS","USA",1
1947-01-01,"PAN","USA",1
1947-01-01,"COL","USA",1
1947-01-01,"VEN","USA",1
1947-01-01,"ECU","USA",1
1947-01-01,"PER","USA",1
1947-01-01,"BRA","USA",1
1947-01-01,"BOL","USA",1
1947-01-01,"PAR","USA",1
1947-01-01,"CHL","USA",1
1947-01-01,"ARG","USA",1
1989-01-01,"HAI","CAN",1
1989-01-01,"DOM","CAN",1
1989-01-01,"MEX","CAN",1
1989-01-01,"GUA","CAN",1
1989-01-01,"HON","CAN",1
1989-01-01,"SAL","CAN",1
1989-01-01,"NIC","CAN",1
1989-01-01,"COS","CAN",1
1989-01-01,"PAN","CAN",1
1989-01-01,"COL","CAN",1
1989-01-01,"VEN","CAN",1
1989-01-01,"ECU","CAN",1
1989-01-01,"PER","CAN",1
1989-01-01,"BRA","CAN",1
1989-01-01,"BOL","CAN",1
1989-01-01,"PAR","CAN",1
1989-01-01,"CHL","CAN",1
1989-01-01,"ARG","CAN",1
1947-01-01,"HAI","CUB",1
1947-01-01,"DOM","CUB",1
1947-01-01,"MEX","CUB",1
1947-01-01,"GUA","CUB",1
1947-01-01,"HON","CUB",1
1947-01-01,"SAL","CUB",1
1947-01-01,"NIC","CUB",1
1947-01-01,"COS","CUB",1
1947-01-01,"PAN","CUB",1
1947-01-01,"COL","CUB",1
1947-01-01,"VEN","CUB",1
1947-01-01,"ECU","CUB",1
1947-01-01,"PER","CUB",1
1947-01-01,"BRA","CUB",1
1947-01-01,"BOL","CUB",1
1947-01-01,"PAR","CUB",1
1947-01-01,"CHL","CUB",1
1947-01-01,"ARG","CUB",1
1947-01-01,"DOM","HAI",1
1947-01-01,"MEX","HAI",1
1947-01-01,"GUA","HAI",1
1947-01-01,"HON","HAI",1
1947-01-01,"SAL","HAI",1
1947-01-01,"NIC","HAI",1
1947-01-01,"COS","HAI",1
1947-01-01,"PAN","HAI",1
1947-01-01,"COL","HAI",1
1947-01-01,"VEN","HAI",1
1947-01-01,"ECU","HAI",1
1947-01-01,"PER","HAI",1
1947-01-01,"BRA","HAI",1
1947-01-01,"BOL","HAI",1
1947-01-01,"PAR","HAI",1
1947-01-01,"CHL","HAI",1
1947-01-01,"ARG","HAI",1
1947-01-01,"MEX","DOM",1
1947-01-01,"GUA","DOM",1
1947-01-01,"HON","DOM",1
1947-01-01,"SAL","DOM",1
1947-01-01,"NIC","DOM",1
1947-01-01,"COS","DOM",1
1947-01-01,"PAN","DOM",1
1947-01-01,"COL","DOM",1
1947-01-01,"VEN","DOM",1
1947-01-01,"ECU","DOM",1
1947-01-01,"PER","DOM",1
1947-01-01,"BRA","DOM",1
1947-01-01,"BOL","DOM",1
1947-01-01,"PAR","DOM",1
1947-01-01,"CHL","DOM",1
1947-01-01,"ARG","DOM",1
1947-01-01,"GUA","MEX",1
1947-01-01,"HON","MEX",1
1947-01-01,"SAL","MEX",1
1947-01-01,"NIC","MEX",1
1947-01-01,"COS","MEX",1
1947-01-01,"PAN","MEX",1
1947-01-01,"COL","MEX",1
1947-01-01,"VEN","MEX",1
1947-01-01,"ECU","MEX",1
1947-01-01,"PER","MEX",1
1947-01-01,"BRA","MEX",1
1947-01-01,"BOL","MEX",1
1947-01-01,"PAR","MEX",1
1947-01-01,"CHL","MEX",1
1947-01-01,"ARG","MEX",1
1947-01-01,"HON","GUA",1
1947-01-01,"SAL","GUA",1
1947-01-01,"NIC","GUA",1
1947-01-01,"COS","GUA",1
1947-01-01,"PAN","GUA",1
1947-01-01,"COL","GUA",1
1947-01-01,"VEN","GUA",1
1947-01-01,"ECU","GUA",1
1947-01-01,"PER","GUA",1
1947-01-01,"BRA","GUA",1
1947-01-01,"BOL","GUA",1
1947-01-01,"PAR","GUA",1
1947-01-01,"CHL","GUA",1
1947-01-01,"ARG","GUA",1
1947-01-01,"SAL","HON",1
1947-01-01,"NIC","HON",1
1947-01-01,"COS","HON",1
1947-01-01,"PAN","HON",1
1947-01-01,"COL","HON",1
1947-01-01,"VEN","HON",1
1947-01-01,"ECU","HON",1
1947-01-01,"PER","HON",1
1947-01-01,"BRA","HON",1
1947-01-01,"BOL","HON",1
1947-01-01,"PAR","HON",1
1947-01-01,"CHL","HON",1
1947-01-01,"ARG","HON",1
1947-01-01,"NIC","SAL",1
1947-01-01,"COS","SAL",1
1947-01-01,"PAN","SAL",1
1947-01-01,"COL","SAL",1
1947-01-01,"VEN","SAL",1
1947-01-01,"ECU","SAL",1
1947-01-01,"PER","SAL",1
1947-01-01,"BRA","SAL",1
1947-01-01,"BOL","SAL",1
1947-01-01,"PAR","SAL",1
1947-01-01,"CHL","SAL",1
1947-01-01,"ARG","SAL",1
1947-01-01,"COS","NIC",1
1947-01-01,"PAN","NIC",1
1947-01-01,"COL","NIC",1
1947-01-01,"VEN","NIC",1
1947-01-01,"ECU","NIC",1
1947-01-01,"PER","NIC",1
1947-01-01,"BRA","NIC",1
1947-01-01,"BOL","NIC",1
1947-01-01,"PAR","NIC",1
1947-01-01,"CHL","NIC",1
1947-01-01,"ARG","NIC",1
1947-01-01,"PAN","COS",1
1947-01-01,"COL","COS",1
1947-01-01,"VEN","COS",1
1947-01-01,"ECU","COS",1
1947-01-01,"PER","COS",1
1947-01-01,"BRA","COS",1
1947-01-01,"BOL","COS",1
1947-01-01,"PAR","COS",1
1947-01-01,"CHL","COS",1
1947-01-01,"ARG","COS",1
1947-01-01,"COL","PAN",1
1947-01-01,"VEN","PAN",1
1947-01-01,"ECU","PAN",1
1947-01-01,"PER","PAN",1
1947-01-01,"BRA","PAN",1
1947-01-01,"BOL","PAN",1
1947-01-01,"PAR","PAN",1
1947-01-01,"CHL","PAN",1
1947-01-01,"ARG","PAN",1
1947-01-01,"VEN","COL",1
1947-01-01,"ECU","COL",1
1947-01-01,"PER","COL",1
1947-01-01,"BRA","COL",1
1947-01-01,"BOL","COL",1
1947-01-01,"PAR","COL",1
1947-01-01,"CHL","COL",1
1947-01-01,"ARG","COL",1
1947-01-01,"ECU","VEN",1
1947-01-01,"PER","VEN",1
1947-01-01,"BRA","VEN",1
1947-01-01,"BOL","VEN",1
1947-01-01,"PAR","VEN",1
1947-01-01,"CHL","VEN",1
1947-01-01,"ARG","VEN",1
1947-01-01,"PER","ECU",1
1947-01-01,"BRA","ECU",1
1947-01-01,"BOL","ECU",1
1947-01-01,"PAR","ECU",1
1947-01-01,"CHL","ECU",1
1947-01-01,"ARG","ECU",1
1947-01-01,"BRA","PER",1
1947-01-01,"BOL","PER",1
1947-01-01,"PAR","PER",1
1947-01-01,"CHL","PER",1
1947-01-01,"ARG","PER",1
1947-01-01,"BOL","BRA",1
1947-01-01,"PAR","BRA",1
1947-01-01,"CHL","BRA",1
1947-01-01,"ARG","BRA",1
1947-01-01,"PAR","BOL",1
1947-01-01,"CHL","BOL",1
1947-01-01,"ARG","BOL",1
1947-01-01,"CHL","PAR",1
1947-01-01,"ARG","PAR",1
1947-01-01,"ARG","CHL",1
1947-01-01,"YUG","HUN",1
1947-01-01,"BUL","ALB",1
1947-01-01,"ROM","YUG",1
1970-01-01,"ROM","BUL",1
1948-01-01,"ROM","HUN",1
1948-01-01,"RUS","ROM",1
1948-01-01,"RUS","HUN",1
1948-01-01,"NTH","UKG",1
1948-01-01,"BEL","UKG",1
1948-01-01,"LUX","UKG",1
1948-01-01,"FRN","UKG",1
1988-01-01,"SPN","UKG",1
1988-01-01,"POR","UKG",1
1955-01-01,"GFR","UKG",1
1954-01-01,"ITA","UKG",1
1992-01-01,"GRC","UKG",1
1948-01-01,"BEL","NTH",1
1948-01-01,"LUX","NTH",1
1948-01-01,"FRN","NTH",1
1988-01-01,"SPN","NTH",1
1988-01-01,"POR","NTH",1
1955-01-01,"GFR","NTH",1
1954-01-01,"ITA","NTH",1
1992-01-01,"GRC","NTH",1
1948-01-01,"LUX","BEL",1
1948-01-01,"FRN","BEL",1
1988-01-01,"SPN","BEL",1
